4-2_sc1	9_sc1	94.618	23634	1242	27	18998	42618	18664	42280	0.0	36570
4-2_sc1	9_sc1	90.603	5576	476	28	1008	6559	1140	6691	0.0	7350
4-2_sc1	9_sc1	86.434	2860	317	55	10324	13157	9791	12605	0.0	3066
4-2_sc1	9_sc1	89.982	2236	191	20	14394	16622	13738	15947	0.0	2857
4-2_sc1	9_sc1	91.499	1788	140	11	16767	18548	16089	17870	0.0	2449
4-2_sc1	9_sc1	96.580	1199	41	0	7147	8345	7121	8319	0.0	1988
4-2_sc1	9_sc1	93.730	1276	80	0	8346	9621	8447	9722	0.0	1914
4-2_sc1	9_sc1	93.206	839	57	0	13274	14112	12669	13507	0.0	1234
4-2_sc1	9_sc1	86.824	1017	70	26	17	1006	9	988	0.0	1077
4-2_sc1	9_sc1	93.701	127	8	0	27920	28046	44294	44168	5.06e-49	191
4-2_sc1	9_sc1	93.220	118	8	0	44815	44932	3304	3421	5.09e-44	174
4-2_sc1	9_sc1	89.394	132	11	3	14217	14348	13529	13657	1.10e-40	163
